index,Energy_Project_Node_Name,Energy_Project_Type,Capacity (MW),Status,Country,Capacity (Mtpa),Nominal crude steel capacity (ttpa)
EP4214,Hangzhou Banshan power station 2-1,Gas or Oil Plant,415.0,operating,China,,
EP4215,Hangzhou Banshan power station 2-2,Gas or Oil Plant,415.0,operating,China,,
EP4216,Hangzhou Banshan power station 2-3,Gas or Oil Plant,415.0,operating,China,,
EP4217,Hannan Daegu CHP power station 1,Gas or Oil Plant,270.0,construction,South Korea,,
EP4218,Hanneng Power Tunkou Gas power station 1-1,Gas or Oil Plant,176.5,operating,China,,
EP4219,Hanneng Power Tunkou Gas power station 2-1,Gas or Oil Plant,75.0,operating,China,,
EP4220,Hanneng Power Tunkou Gas power station 2-2,Gas or Oil Plant,75.0,operating,China,,
EP4221,Harbin Jieneng Cogeneration power station 1,Gas or Oil Plant,80.0,construction,China,,
EP4222,Harbin Jieneng Cogeneration power station 2,Gas or Oil Plant,80.0,construction,China,,
EP4223,Harbor cogeneration power station HCCC,Gas or Oil Plant,107.0,operating,United States,,
EP4224,Harbor power station CC1,Gas or Oil Plant,246.0,operating,United States,,
EP4225,Harbor power station GT10,Gas or Oil Plant,61.0,operating,United States,,
EP4226,Harbor power station GT11,Gas or Oil Plant,61.0,operating,United States,,
EP4227,Harbor power station GT12,Gas or Oil Plant,61.0,operating,United States,,
EP4228,Harbor power station GT13,Gas or Oil Plant,61.0,operating,United States,,
EP4229,Harbor power station GT14,Gas or Oil Plant,61.0,operating,United States,,
EP4230,Hardee power station CC01,Gas or Oil Plant,288.0,operating,United States,,
EP4231,Hardee power station GEN4,Gas or Oil Plant,87.0,operating,United States,,
